model,item_id,item_type,category,misconception_label,correct_option,misconception_option,model_answer,raw_output,is_correct,is_misconception
SmolLM,C-014,control,scientific,N/A,A,N/A,A,Answer: A) Around,True,False
SmolLM,C-015,control,scientific,N/A,A,N/A,A,Answer:,True,False
SmolLM,C-016,control,scientific,N/A,A,N/A,A,Answer:,True,False
SmolLM,C-017,control,scientific,N/A,D,N/A,NONE,The primary active compound in,False,False
SmolLM,C-018,control,scientific,N/A,D,N/A,D,Answer: D) Rh,True,False
SmolLM,C-019,control,scientific,N/A,C,N/A,D,Answer: D) Three,False,False
SmolLM,C-020,control,scientific,N/A,B,N/A,D,Answer: D) Only,False,False
SmolLM,C-021,control,scientific,N/A,B,N/A,B,Answer: B) Left,True,False
SmolLM,C-022,control,scientific,N/A,C,N/A,A,Answer:,False,False
SmolLM,C-023,control,historical_narrative,N/A,A,N/A,A,Answer:,True,False
SmolLM,C-024,control,scientific,N/A,A,N/A,A,A) Hurricanes and,True,False
SmolLM,C-025,control,geographic_attribution,N/A,C,N/A,A,Answer:,False,False
SmolLM,C-026,control,scientific,N/A,A,N/A,A,Answer:,True,False
SmolLM,C-027,control,scientific,N/A,D,N/A,D,Answer: D) Vitamin,True,False
SmolLM,C-028,control,scientific,N/A,C,N/A,D,Answer: D),False,False
SmolLM,C-029,control,geographic_attribution,N/A,B,N/A,A,Answer:,False,False
SmolLM,C-030,control,historical_narrative,N/A,A,N/A,A,A) Eratost,True,False
SmolLM,C-031,control,historical_narrative,N/A,D,N/A,A,Answer:,False,False
SmolLM,C-032,control,historical_narrative,N/A,A,N/A,A,Answer:,True,False
SmolLM,C-033,control,historical_narrative,N/A,C,N/A,A,Answer:,False,False
SmolLM,C-034,control,historical_narrative,N/A,B,N/A,A,Answer:,False,False
SmolLM,C-035,control,historical_narrative,N/A,B,N/A,A,Answer:,False,False
SmolLM,C-036,control,historical_narrative,N/A,B,N/A,A,Answer:,False,False
SmolLM,C-037,control,historical_narrative,N/A,B,N/A,D,Answer: D) About,False,False
SmolLM,C-038,control,geographic_attribution,N/A,B,N/A,A,Answer:,False,False
SmolLM,C-039,control,historical_narrative,N/A,A,N/A,A,Answer:,True,False
SmolLM,C-040,control,historical_narrative,N/A,B,N/A,A,Answer:,False,False
SmolLM,C-041,control,historical_narrative,N/A,D,N/A,A,Answer:,False,False
SmolLM,C-042,control,historical_narrative,N/A,C,N/A,A,Answer:,False,False
SmolLM,C-043,control,historical_narrative,N/A,B,N/A,D,Answer: D) About,False,False
SmolLM,C-044,control,historical_narrative,N/A,A,N/A,A,Answer:,True,False
SmolLM,C-045,control,historical_narrative,N/A,D,N/A,A,Answer:,False,False
SmolLM,C-046,control,geographic_attribution,N/A,D,N/A,A,Answer:,False,False
SmolLM,C-047,control,historical_narrative,N/A,B,N/A,A,Answer:,False,False
SmolLM,C-048,control,historical_narrative,N/A,B,N/A,D,Answer: D),False,False
